1,7,50638754,1
2,8,53729590,1
3,12,54645044,1
4,2,51062069,1
5,5,53297817,1
6,6,53529832,1
7,7,54214648,1
8,8,50918687,1
9,9,50807783,1
10,6,16968018,1
11,10,54283665,1
12,6,54376747,1
13,4,50493022,1
14,13,53290703,1
15,8,54440054,1
16,7,50980467,1
17,10,54615054,2
18,9,77283122,2
19,5,54660183,2
20,1,50638754,2
21,2,53729590,2
22,1,54645044,2
23,2,51062069,2
24,3,53297817,2
25,4,53529832,2
26,8,54214648,2
27,6,50918687,2
28,7,50807783,2
29,9,54456675,2
30,5,53729591,3
31,5,51087844,3
32,1,53678162,3
33,2,54538738,3
34,3,52966846,3
35,4,53511272,3
36,8,54633923,3
37,6,53484363,3
38,7,53496428,3
39,9,21494310,3
40,5,53022890,3
41,2,53484885,3
42,9,53141281,3
43,1,53632433,3
44,8,51578740,3
45,9,53273967,3
46,6,54424368,3
47,10,54573481,3
48,6,54196248,3
49,4,17324780,3
50,13,50638754,3
51,8,53729590,3
52,7,54645044,3
53,10,51062069,3
54,9,53297817,3
55,8,53529832,3
56,9,54214648,3
57,6,50918687,3
58,10,50807783,3
59,6,16968018,3
60,4,54283665,3
61,13,54376747,3
62,8,50493022,3
63,7,53290703,3
64,10,54440054,3
65,9,50980467,3
66,5,54615054,3
67,1,77283122,3
68,2,54660183,3
69,3,53782164,3
70,4,53815288,3
71,8,52537571,3
72,7,54346248,3
73,8,54278289,3
74,12,50395530,4
75,7,50918566,4
76,8,50942582,4
77,12,53275750,4
78,2,54378424,4
79,5,54436939,4
80,6,50638754,4
81,7,53729590,4
82,8,54645044,4
83,9,51062069,4
84,6,53297817,4
85,10,53529832,4
86,6,54214648,4
87,4,50918687,4
88,13,50807783,4
89,8,16968018,4
90,7,54283665,4
91,10,54376747,5
92,9,50493022,5
93,5,53290703,5
94,1,54440054,5
95,2,50980467,5
96,3,54615054,5
97,4,77283122,5
98,8,54660183,5
99,6,54456675,5
100,7,53729591,5
101,9,51087844,5
102,5,53678162,5
103,2,54538738,5
104,4,52966846,5
105,6,53511272,5
106,5,54633923,6
107,9,53484363,6
108,1,53496428,6
109,8,21494310,6
110,9,52651635,6
111,6,76386053,6
112,10,53135072,6
113,6,53429924,6
114,4,54491488,6
115,13,53483588,6
116,8,54215083,6
117,7,54491431,6
118,10,53295489,6
119,9,51087807,6
120,5,53691215,6
121,1,54153739,6
122,2,52386972,6
123,3,51600068,6
124,4,13716336,6
125,8,52805393,6
126,6,54666015,6
127,7,54149136,6
128,9,53815309,6
129,5,50072189,6
130,2,53696715,6
131,4,53291575,6
132,6,53295568,6
133,5,53717178,6
134,9,54299138,6
135,1,77284059,6
136,7,53135081,6
137,8,53835789,6
138,12,77568877,6
139,2,53335778,6
140,5,50081903,6
141,6,53528779,7
142,7,50638754,7
143,8,53729590,7
144,9,54645044,7
145,6,51062069,7
146,10,53297817,7
147,6,53529832,7
148,4,54214648,7
149,13,50918687,7
150,8,50807783,7
151,7,16968018,7
152,10,54283665,7
153,9,54376747,8
154,5,50493022,8
155,1,53290703,8
156,2,54440054,8
157,3,50980467,8
158,4,54615054,8
159,8,77283122,8
160,6,54660183,8
161,7,54456675,8
162,9,53729591,8
163,5,51087844,9
164,5,53678162,9
165,1,54538738,9
166,2,52966846,9
167,3,53511272,9
168,4,54633923,9
169,8,53484363,9
170,6,53496428,9
171,7,21494310,9
172,9,53022890,9
173,5,53484885,9
174,2,53141281,9
175,4,53632433,9
176,6,51578740,9
177,5,53273967,9
178,7,54424368,9
179,8,54573481,9
180,12,54196248,9
181,2,17324780,9
182,5,53782164,9
183,6,53815288,9
184,7,52537571,9
185,8,54346248,9
186,9,54278289,9
187,6,50395530,9
188,10,50918566,9
189,6,50942582,9
190,4,53275750,9
191,13,54378424,9
192,8,54436939,9
193,7,50585494,9
194,10,54452593,9
195,9,53861130,9
196,5,52800737,9
197,1,53595062,9
198,2,77287413,9
199,3,50373674,9
200,4,54174961,9
201,8,49164940,9
202,6,54283662,9
203,7,52651635,9
204,9,76386053,9
205,5,53135072,9
206,2,53429924,9
207,4,54491488,9
208,6,53483588,9
209,5,54215083,9
210,9,54491431,9
211,1,53295489,9
212,8,51087807,9
213,9,53691215,9
214,6,54153739,9
215,10,52386972,9
216,6,51600068,9
217,4,13716336,9
218,13,52805393,9
219,8,54666015,9
220,7,54149136,9
221,10,53815309,9
222,9,50072189,9
223,5,53696715,9
224,1,53291575,9
225,2,53295568,9
226,3,53717178,9
227,4,54299138,9
228,8,77284059,9
229,6,53135081,9
230,7,53835789,9
231,9,77568877,9
232,5,53335778,10
233,2,50081903,10
234,4,53528779,10
235,6,54283652,10
236,5,53655103,10
237,9,50944444,10
238,1,54661152,10
239,7,54305547,10
240,8,54640653,10
241,12,53661026,10
242,2,54572273,10
243,5,53135107,10
244,6,54628096,10
245,7,50638754,10
246,8,53729590,10
247,9,54645044,10
248,6,51062069,10
249,10,53297817,10
250,6,53529832,10
251,4,54214648,10
252,13,50918687,11
253,8,50807783,11
254,7,16968018,11
255,10,54283665,11
256,9,54376747,11
257,5,50493022,11
258,1,53290703,11
259,2,54440054,11
260,3,50980467,12
261,4,54615054,12
262,8,77283122,12
263,7,54660183,12
264,8,52479218,13
265,12,54221303,13
266,2,54458982,13
267,5,54018431,13
268,6,51239304,13
269,7,15325613,13
270,8,50693399,13
271,9,53295459,13
272,6,50536371,13
273,10,50988459,13
274,6,50727040,13
275,4,54456675,14
276,13,53729591,14
277,8,51087844,14
278,7,53678162,14
279,10,54538738,14
280,9,52966846,14
281,5,53511272,14
282,1,54633923,14
283,2,53484363,14
284,3,53496428,14
285,4,21494310,14
286,8,53022890,14
287,6,53484885,14
288,7,53141281,14
289,9,53632433,14
290,5,51578740,15
291,2,53273967,15
292,4,54424368,15
293,6,54573481,16
294,5,54196248,16
295,9,17324780,17
296,1,54293522,17
297,8,54599702,17
298,9,53380311,17
299,6,54156112,18
300,10,53721838,18
301,6,50944195,18
302,4,52799476,18
303,13,15040330,18
304,8,53487778,18
305,7,50326886,18
306,10,77353931,18
307,9,54358427,18
308,5,54158110,18
309,1,53669331,18
310,2,53539988,18
311,3,54346046,18
312,4,51087977,18
313,8,50947547,18
314,6,53487865,18
315,7,54444284,18
316,9,53398565,18
317,5,54539628,18
318,2,77386660,18
319,4,54163670,18
320,6,53291644,18
321,5,54615049,18
322,9,53489000,18
323,1,52479280,18
324,7,54571020,18
325,8,53936940,18
326,12,50496067,18
327,2,50501628,18
328,5,53224267,18
329,6,53844124,18
330,7,52733591,18
331,8,52808695,18
332,9,50482840,18
333,6,54645037,18
334,10,53295600,18
335,6,50066230,18
336,4,53197636,18
337,13,54559336,18
338,8,53429943,18
339,7,53566056,18
340,10,53629664,18
341,9,15227423,18
342,5,50943026,18
343,1,10814181,18
344,2,52962301,18
345,3,52799544,18
346,4,77387470,18
347,8,54570918,18
348,6,53655655,18
349,7,54571910,18
350,9,53595178,18
351,5,14360060,18
352,5,52608975,18
353,1,50256426,18
354,2,54250301,18
355,3,52357117,18
356,4,53487857,18
357,8,54417385,18
358,6,53936970,18
359,7,53813462,18
360,9,53460310,18
361,5,15710829,18
362,2,53297852,18
363,4,76611962,18
364,6,53291053,18
365,5,77278892,18
366,9,54299079,18
367,1,54254802,18
368,8,54571907,18
369,9,50726935,18
370,6,52215798,18
371,10,54386631,18
372,6,54440308,18
373,4,53699169,18
374,13,54300643,18
375,8,51987194,18
376,7,53482073,18
377,10,53291681,18
378,9,51548450,18
379,5,53654409,18
380,1,53291041,18
381,2,50482932,18
382,3,54454189,18
383,4,54607103,18
384,8,53135062,18
385,6,53657852,18
386,7,53443363,18
387,9,17302890,18
388,5,54629668,19
389,2,54256789,19
390,4,53544680,19
391,6,53640512,19
392,5,53848197,19
393,9,44366386,19
394,1,50391326,19
395,7,54607683,19
396,8,49135609,19
397,12,53710875,19
398,2,54408513,19
